DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/05/2016,15:40,BRONX,10456,40.8240665,-73.9087095,"(40.8240665, -73.9087095)",EAST 163 STREET                 ,3 AVENUE                        ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3365901,OTHER,,,,
01/05/2016,15:40,MANHATTAN,10013,40.7199532,-74.0085823,"(40.7199532, -74.0085823)",HUDSON STREET                   ,NORTH MOORE STREET              ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3365768,TAXI,PASSENGER VEHICLE,,,
01/05/2016,15:40,BROOKLYN,11204,40.6298598,-73.9790361,"(40.6298598, -73.9790361)",18 AVENUE                       ,46 STREET                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365330,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,15:37,BROOKLYN,11215,40.6711137,-73.9780606,"(40.6711137, -73.9780606)",2 STREET                        ,7 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365454,PASSENGER VEHICLE,OTHER,,,
01/05/2016,15:36,MANHATTAN,10075,40.7742834,-73.9572953,"(40.7742834, -73.9572953)",3 AVENUE                        ,EAST 79 STREET                  ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3365832,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,15:33,BROOKLYN,11230,40.6322943,-73.966775,"(40.6322943, -73.966775)",CONEY ISLAND AVENUE             ,FOSTER AVENUE                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3366049,PICK-UP TRUCK,BUS,,,
01/05/2016,15:33,BROOKLYN,11230,40.6322943,-73.966775,"(40.6322943, -73.966775)",CONEY ISLAND AVENUE             ,FOSTER AVENUE                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3366048,SMALL COM VEH(4 TIRES) ,BUS,,,
01/05/2016,15:30,,,40.6099199,-73.8974493,"(40.6099199, -73.8974493)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366010,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,15:30,,,40.5843278,-73.9160259,"(40.5843278, -73.9160259)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3368681,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,15:30,,,,,,MEEKER AVENUE                   ,METROPOLITAN AVENUE             ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3366151,VAN,SPORT UTILITY / STATION WAGON,,,
01/05/2016,15:30,QUEENS,11101,40.7425497,-73.9311558,"(40.7425497, -73.9311558)",34 STREET                       ,47 AVENUE                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3366249,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,15:30,MANHATTAN,10039,40.8244943,-73.9369966,"(40.8244943, -73.9369966)",,,2589 7 AVENUE                           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366482,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,15:30,BROOKLYN,11225,40.6635186,-73.9572076,"(40.6635186, -73.9572076)",BEDFORD AVENUE                  ,EMPIRE BOULEVARD                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366060,PASSENGER VEHICLE,BICYCLE,,,
01/05/2016,15:30,BROOKLYN,11213,40.6775631,-73.9330796,"(40.6775631, -73.9330796)",ATLANTIC AVENUE                 ,SCHENECTADY AVENUE              ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3366107,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,15:20,QUEENS,11435,40.6986932,-73.8056952,"(40.6986932, -73.8056952)",95 AVENUE                       ,147 PLACE                       ,,0,0,0,0,0,0,0,0,Oversized Vehicle,Turning Improperly,,,,3365543,BUS,OTHER,,,
01/05/2016,15:16,QUEENS,11379,40.7154821,-73.8793,"(40.7154821, -73.8793)",JUNIPER VALLEY ROAD             ,75 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366192,VAN,OTHER,,,
01/05/2016,15:13,QUEENS,11413,40.6763997,-73.7413174,"(40.6763997, -73.7413174)",229 STREET                      ,MERRICK BOULEVARD               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365565,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,15:12,QUEENS,11102,40.77396,-73.917761,"(40.77396, -73.917761)",24 AVENUE                       ,27 STREET                       ,,1,0,0,0,0,0,1,0,Fell Asleep,Unspecified,Unspecified,,,3366332,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
01/05/2016,15:12,BRONX,10453,40.8583897,-73.9027807,"(40.8583897, -73.9027807)",EAST 183 STREET                 ,WALTON AVENUE                   ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3365931,PASSENGER VEHICLE,,,,
01/05/2016,15:11,QUEENS,11433,40.7047224,-73.7864791,"(40.7047224, -73.7864791)",DOUGLAS AVENUE                  ,170 STREET                      ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3365542,VAN,OTHER,,,
01/05/2016,15:10,BROOKLYN,11213,40.6695546,-73.9449618,"(40.6695546, -73.9449618)",EASTERN PARKWAY                 ,BROOKLYN AVENUE                 ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3366108,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,15:05,BROOKLYN,11228,40.6076551,-74.0170205,"(40.6076551, -74.0170205)",14 AVENUE                       ,CROPSEY AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365304,PICK-UP TRUCK,PASSENGER VEHICLE,,,
01/05/2016,15:04,,,,,,EAST 180 STREET                 ,WEBSTER AVENUE                  ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3365248,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,15:00,QUEENS,11691,40.6081442,-73.7639905,"(40.6081442, -73.7639905)",MOTT AVENUE                     ,SUNNYSIDE STREET                ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3365518,PICK-UP TRUCK,,,,
01/05/2016,15:00,QUEENS,11102,40.7667156,-73.9285568,"(40.7667156, -73.9285568)",31 AVENUE                       ,23 STREET                       ,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,,,,3366334,PASSENGER VEHICLE,VAN,,,
01/05/2016,15:00,,,40.6799629,-73.8395214,"(40.6799629, -73.8395214)",,,PARKING LOT 110-07 ROCKAWAY BOULEVARD   ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3365579,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
01/05/2016,15:00,,,,,,QUEENS PLAZA SOUTH              ,27 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366244,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/05/2016,15:00,QUEENS,11413,40.6763997,-73.7413174,"(40.6763997, -73.7413174)",MERRICK BOULEVARD               ,229 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365571,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,15:00,MANHATTAN,10027,40.8175484,-73.9569352,"(40.8175484, -73.9569352)",WEST 131 STREET                 ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365154,TAXI,PASSENGER VEHICLE,,,
01/05/2016,15:00,BROOKLYN,11211,40.7051822,-73.9593377,"(40.7051822, -73.9593377)",WILLIAMSBURG ST WEST            ,LEE AVENUE                      ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3365496,SPORT UTILITY / STATION WAGON,,,,
01/05/2016,15:00,BROOKLYN,11207,40.6870408,-73.9057384,"(40.6870408, -73.9057384)",CENTRAL AVENUE                  ,CHAUNCEY STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366132,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES) ,,,
01/05/2016,14:55,BROOKLYN,11204,40.6307461,-73.977166,"(40.6307461, -73.977166)",18 AVENUE                       ,MC DONALD AVENUE                ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3365331,UNKNOWN,,,,
01/05/2016,14:51,BROOKLYN,11207,40.6582191,-73.8914525,"(40.6582191, -73.8914525)",LINDEN BOULEVARD                ,SHEFFIELD AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366095,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,14:47,BROOKLYN,11211,40.7073534,-73.9593941,"(40.7073534, -73.9593941)",DIVISION AVENUE                 ,WILSON STREET                   ,,1,0,1,0,0,0,0,0,Physical Disability,,,,,3365501,PASSENGER VEHICLE,,,,
01/05/2016,14:45,,,,,,ROSEDALE AVENUE                 ,CROSS BRONX EXPRESSWAY          ,,0,0,0,0,0,0,0,0,Lane Marking Improper/Inadequate,Lane Marking Improper/Inadequate,,,,3365222,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,14:45,QUEENS,11434,40.6752004,-73.7898903,"(40.6752004, -73.7898903)",SUTPHIN BOULEVARD               ,125 AVENUE                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365701,SPORT UTILITY / STATION WAGON,VAN,,,
01/05/2016,14:45,QUEENS,11365,40.7379944,-73.7939901,"(40.7379944, -73.7939901)",175 STREET                      ,64 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3365604,OTHER,,,,
01/05/2016,14:45,BROOKLYN,11224,40.5798272,-73.9762114,"(40.5798272, -73.9762114)",SHELL ROAD                      ,NEPTUNE AVENUE                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365279,UNKNOWN,PASSENGER VEHICLE,,,
01/05/2016,14:40,,,,,,HATFIELD PLACE                  ,PORT RICHMOND AVENUE            ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365742,VAN,SPORT UTILITY / STATION WAGON,,,
01/05/2016,14:40,QUEENS,11378,40.7190276,-73.9082148,"(40.7190276, -73.9082148)",59 STREET                       ,59 AVENUE                       ,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inexperience,,,,3365555,OTHER,PASSENGER VEHICLE,,,
01/05/2016,14:40,QUEENS,11369,40.7638448,-73.8622458,"(40.7638448, -73.8622458)",,,108-17 DITMARS BLVD                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365719,PICK-UP TRUCK,PASSENGER VEHICLE,,,
01/05/2016,14:39,BROOKLYN,11234,40.614167,-73.9288533,"(40.614167, -73.9288533)",FILLMORE AVENUE                 ,HENDRICKSON STREET              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365307,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,14:37,MANHATTAN,10031,40.8188024,-73.9560203,"(40.8188024, -73.9560203)",WEST 133 STREET                 ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3365161,LARGE COM VEH(6 OR MORE TIRES),,,,
01/05/2016,14:35,,,,,,WATER STREET                    ,WHITEHALL STREET                ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3365077,TAXI,,,,
01/05/2016,14:35,BROOKLYN,11225,40.662175,-73.9537014,"(40.662175, -73.9537014)",ROGERS AVENUE                   ,LEFFERTS AVENUE                 ,,1,0,0,0,0,0,1,0,Prescription Medication,Other Vehicular,,,,3365380,SPORT UTILITY / STATION WAGON,BUS,,,
01/05/2016,14:35,BROOKLYN,11215,40.665508,-73.9927692,"(40.665508, -73.9927692)",4 AVENUE                        ,PROSPECT AVENUE                 ,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3365391,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,14:34,,,40.711037,-73.7280965,"(40.711037, -73.7280965)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3366218,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,14:33,QUEENS,11004,40.7368082,-73.7108043,"(40.7368082, -73.7108043)",257 STREET                      ,HILLSIDE AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365569,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,14:30,BROOKLYN,11214,40.6019498,-73.9938096,"(40.6019498, -73.9938096)",86 STREET                       ,BAY PARKWAY                     ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3365305,PASSENGER VEHICLE,,,,
01/05/2016,14:30,BROOKLYN,11212,40.6720608,-73.9035966,"(40.6720608, -73.9035966)",JUNIUS STREET                   ,GLENMORE AVENUE                 ,,1,0,0,0,0,0,1,0,Brakes Defective,Unspecified,,,,3366089,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,14:30,STATEN ISLAND,10309,40.5490419,-74.2096302,"(40.5490419, -74.2096302)",,,D/W 47 BALSAM PLACE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365764,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,14:30,QUEENS,11422,40.6652573,-73.7395512,"(40.6652573, -73.7395512)",SOUTH CONDUIT BOULEVARD         ,BROOKVILLE BOULEVARD            ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365573,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,14:30,MANHATTAN,10010,40.7415488,-73.9895745,"(40.7415488, -73.9895745)",WEST 23 STREET                  ,5 AVENUE                        ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3365798,BUS,PASSENGER VEHICLE,,,
01/05/2016,14:30,BRONX,10470,40.8952213,-73.8800407,"(40.8952213, -73.8800407)",JEROME AVENUE                   ,EAST 233 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365269,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,14:30,BRONX,10465,40.817948,-73.8197479,"(40.817948, -73.8197479)",MILES AVENUE                    ,QUINCY AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365238,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/05/2016,14:25,BROOKLYN,11217,40.6848568,-73.9780417,"(40.6848568, -73.9780417)",FLATBUSH AVENUE                 ,4 AVENUE                        ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3365489,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
01/05/2016,14:21,BRONX,10457,40.8466586,-73.8961762,"(40.8466586, -73.8961762)",EAST TREMONT AVENUE             ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366560,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,14:20,QUEENS,11419,40.6847487,-73.8311195,"(40.6847487, -73.8311195)",111 STREET                      ,LIBERTY AVENUE                  ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3365584,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,14:20,QUEENS,11377,40.7469365,-73.8986161,"(40.7469365, -73.8986161)",65 STREET                       ,38 AVENUE                       ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3365634,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,14:16,QUEENS,11354,40.7673138,-73.8132748,"(40.7673138, -73.8132748)",34 AVENUE                       ,MURRAY LANE                     ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3366274,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,14:15,QUEENS,11361,40.7602845,-73.7693497,"(40.7602845, -73.7693497)",NORTHERN BOULEVARD              ,BELL BOULEVARD                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365678,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,14:15,BROOKLYN,11213,40.676895,-73.9359247,"(40.676895, -73.9359247)",TROY AVENUE                     ,PACIFIC STREET                  ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3365440,OTHER,VAN,,,
01/05/2016,14:10,,,,,,WEST 125 STREET                 ,,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3592917,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,14:10,MANHATTAN,10022,40.7563818,-73.9643237,"(40.7563818, -73.9643237)",EAST 54 STREET                  ,1 AVENUE                        ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3365819,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,14:07,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3365189,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/05/2016,14:05,MANHATTAN,10030,40.8228364,-73.9419157,"(40.8228364, -73.9419157)",WEST 145 STREET                 ,8 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365164,PASSENGER VEHICLE,TAXI,,,
01/05/2016,14:04,STATEN ISLAND,10306,40.5765028,-74.1036882,"(40.5765028, -74.1036882)",HYLAN BOULEVARD                 ,LINCOLN AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3365754,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,14:02,,,,,,,,W/B  86 ST TRANSVERSE RD                ,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3365139,PASSENGER VEHICLE,VAN,,,
01/05/2016,14:00,,,,,,,,SHEA RD STADIUM RD FMP                  ,1,0,0,0,0,0,1,0,Physical Disability,Unspecified,,,,3366288,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,14:00,,,,,,,,PARKING LOT OF 32-11 BEACH CHANNEL DRIVE,0,0,0,0,0,0,0,0,Unspecified,,,,,3365517,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,14:00,QUEENS,11362,40.7557604,-73.7393814,"(40.7557604, -73.7393814)",61 AVENUE                       ,DOUGLASTON PARKWAY              ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3366301,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/05/2016,14:00,BROOKLYN,11221,40.6943156,-73.9305132,"(40.6943156, -73.9305132)",BROADWAY                        ,DODWORTH STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365463,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES) ,,,
01/05/2016,14:00,BROOKLYN,11214,40.6131103,-74.0001585,"(40.6131103, -74.0001585)",17 AVENUE                       ,78 STREET                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3365303,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,14:00,BROOKLYN,11210,40.6364471,-73.9451224,"(40.6364471, -73.9451224)",NEW YORK AVENUE                 ,FARRAGUT ROAD                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366026,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/05/2016,13:57,MANHATTAN,10024,40.7843547,-73.9811649,"(40.7843547, -73.9811649)",WEST 79 STREET                  ,WEST END AVENUE                 ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Prescription Medication,,,,3365844,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
01/05/2016,13:55,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365232,SMALL COM VEH(4 TIRES) ,VAN,,,
01/05/2016,13:45,,,,,,WEST 174 STREET                 ,MACOMBS ROAD                    ,,0,0,0,0,0,0,0,0,,,,,,3365250,SPORT UTILITY / STATION WAGON,OTHER,,,
01/05/2016,13:45,,,,,,BRUCKNER BOULEVARD              ,MORRISON AVENUE                 ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3365216,LIVERY VEHICLE,PICK-UP TRUCK,,,
01/05/2016,13:45,BROOKLYN,11207,40.6493267,-73.8784359,"(40.6493267, -73.8784359)",VAN SICLEN AVENUE               ,SCHROEDERS AVENUE               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365422,PASSENGER VEHICLE,PICK-UP TRUCK,,,
01/05/2016,13:40,BROOKLYN,11211,40.7080419,-73.9581529,"(40.7080419, -73.9581529)",MARCY AVENUE                    ,SOUTH 9 STREET                  ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3365497,SPORT UTILITY / STATION WAGON,,,,
01/05/2016,13:40,,,40.7344729,-73.8631542,"(40.7344729, -73.8631542)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366875,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
01/05/2016,13:40,QUEENS,11413,40.6761178,-73.7404569,"(40.6761178, -73.7404569)",MERRICK BOULEVARD               ,230 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365572,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,13:35,BROOKLYN,11216,40.6816345,-73.9513227,"(40.6816345, -73.9513227)",ARLINGTON PLACE                 ,HALSEY STREET                   ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3370175,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
01/05/2016,13:33,BROOKLYN,11207,40.681091,-73.9033745,"(40.681091, -73.9033745)",BUSHWICK AVENUE                 ,STEWART STREET                  ,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3365473,OTHER,OTHER,,,
01/05/2016,13:30,QUEENS,11372,40.7491475,-73.8775789,"(40.7491475, -73.8775789)",,,37-64 89 ST                             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365718,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,13:30,BROOKLYN,11214,40.6072584,-74.0026435,"(40.6072584, -74.0026435)",18 AVENUE                       ,86 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3366004,PASSENGER VEHICLE,UNKNOWN,,,
01/05/2016,13:25,MANHATTAN,10039,40.8235086,-73.9414273,"(40.8235086, -73.9414273)",8 AVENUE                        ,WEST 146 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365873,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/05/2016,13:20,BROOKLYN,11226,40.6526435,-73.9497689,"(40.6526435, -73.9497689)",NOSTRAND AVENUE                 ,LINDEN BOULEVARD                ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3366021,VAN,PASSENGER VEHICLE,,,
01/05/2016,13:20,,,,,,,,PARKING LOT OF 155-05 NORTHERN BLVD     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3366275,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/05/2016,13:15,MANHATTAN,10025,40.8003293,-73.9695048,"(40.8003293, -73.9695048)",WEST END AVENUE                 ,WEST 104 STREET                 ,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,3365144,LIVERY VEHICLE,SMALL COM VEH(4 TIRES) ,,,
01/05/2016,13:15,MANHATTAN,10012,40.727095,-73.9915539,"(40.727095, -73.9915539)",BOWERY                          ,EAST 4 STREET                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Electronic Device,,,,3365093,SPORT UTILITY / STATION WAGON,VAN,,,
01/05/2016,13:14,BROOKLYN,11217,40.6851972,-73.9782759,"(40.6851972, -73.9782759)",FLATBUSH AVENUE                 ,STATE STREET                    ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3365484,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
01/05/2016,13:10,QUEENS,11104,40.7457632,-73.925804,"(40.7457632, -73.925804)",39 STREET                       ,43 AVENUE                       ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365635,SPORT UTILITY / STATION WAGON,VAN,,,
01/05/2016,13:10,BRONX,10460,40.8467812,-73.8837895,"(40.8467812, -73.8837895)",SOUTHERN BOULEVARD              ,EAST 181 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365949,SMALL COM VEH(4 TIRES) ,SMALL COM VEH(4 TIRES) ,,,
01/05/2016,13:08,,,40.7433963,-73.8375431,"(40.7433963, -73.8375431)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3366293,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
01/05/2016,13:06,BROOKLYN,11235,40.578439,-73.9680438,"(40.578439, -73.9680438)",OCEAN PARKWAY                   ,OCEANVIEW AVENUE                ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365282,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/05/2016,13:05,MANHATTAN,10128,40.7851932,-73.9493331,"(40.7851932, -73.9493331)",EAST 96 STREET                  ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3365134,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES) ,,,
01/05/2016,13:00,BROOKLYN,11223,40.5942762,-73.9781039,"(40.5942762, -73.9781039)",AVENUE V                        ,WEST 7 STREET                   ,,1,0,0,0,0,0,1,0,Brakes Defective,Brakes Defective,,,,3366003,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
01/05/2016,13:00,BROOKLYN,11229,40.616045,-73.9448294,"(40.616045, -73.9448294)",KINGS HIGHWAY                   ,NOSTRAND AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3365294,OTHER,PICK-UP TRUCK,,,
01/05/2016,13:00,BRONX,10451,40.8272098,-73.9206943,"(40.8272098, -73.9206943)",EAST 162 STREET                 ,SHERIDAN AVENUE                 ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3365231,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
